variant,split,seed,episodes,success_rate,tail_risk,calibration_error
observed_only_behavior_clone,nominal,0,600,0.5950,0.4050,0.0058
observed_only_behavior_clone,nominal,1,600,0.6083,0.3917,0.0144
observed_only_behavior_clone,nominal,2,600,0.6000,0.4000,0.0004
observed_only_behavior_clone,nominal,3,600,0.6250,0.3750,0.0210
observed_only_behavior_clone,nominal,4,600,0.6183,0.3817,0.0234
observed_only_behavior_clone,nominal,5,600,0.5850,0.4150,0.0138
observed_only_behavior_clone,nominal,6,600,0.5733,0.4267,0.0159
observed_only_behavior_clone,hidden_mode_shift,0,600,0.4300,0.5700,0.0089
observed_only_behavior_clone,hidden_mode_shift,1,600,0.4017,0.5983,0.0125
observed_only_behavior_clone,hidden_mode_shift,2,600,0.4017,0.5983,0.0190
observed_only_behavior_clone,hidden_mode_shift,3,600,0.4467,0.5533,0.0223
observed_only_behavior_clone,hidden_mode_shift,4,600,0.4117,0.5883,0.0036
observed_only_behavior_clone,hidden_mode_shift,5,600,0.3717,0.6283,0.0474
observed_only_behavior_clone,hidden_mode_shift,6,600,0.3983,0.6017,0.0112
observed_only_behavior_clone,embodiment_shift,0,600,0.4000,0.6000,0.0537
observed_only_behavior_clone,embodiment_shift,1,600,0.4383,0.5617,0.0085
observed_only_behavior_clone,embodiment_shift,2,600,0.4250,0.5750,0.0283
observed_only_behavior_clone,embodiment_shift,3,600,0.4633,0.5367,0.0064
observed_only_behavior_clone,embodiment_shift,4,600,0.4233,0.5767,0.0245
observed_only_behavior_clone,embodiment_shift,5,600,0.4417,0.5583,0.0100
observed_only_behavior_clone,embodiment_shift,6,600,0.4133,0.5867,0.0288
observed_only_behavior_clone,combined_stress,0,600,0.3150,0.6850,0.0211
observed_only_behavior_clone,combined_stress,1,600,0.3283,0.6717,0.0009
observed_only_behavior_clone,combined_stress,2,600,0.3083,0.6917,0.0274
observed_only_behavior_clone,combined_stress,3,600,0.3133,0.6867,0.0260
observed_only_behavior_clone,combined_stress,4,600,0.3350,0.6650,0.0048
observed_only_behavior_clone,combined_stress,5,600,0.3383,0.6617,0.0043
observed_only_behavior_clone,combined_stress,6,600,0.3433,0.6567,0.0188
data_augmentation_wam,nominal,0,600,0.6633,0.3367,0.0235
data_augmentation_wam,nominal,1,600,0.6433,0.3567,0.0047
data_augmentation_wam,nominal,2,600,0.6367,0.3633,0.0011
data_augmentation_wam,nominal,3,600,0.6350,0.3650,0.0115
data_augmentation_wam,nominal,4,600,0.6733,0.3267,0.0228
data_augmentation_wam,nominal,5,600,0.6533,0.3467,0.0177
data_augmentation_wam,nominal,6,600,0.6167,0.3833,0.0264
data_augmentation_wam,hidden_mode_shift,0,600,0.5050,0.4950,0.0154
data_augmentation_wam,hidden_mode_shift,1,600,0.5033,0.4967,0.0056
data_augmentation_wam,hidden_mode_shift,2,600,0.4483,0.5517,0.0369
data_augmentation_wam,hidden_mode_shift,3,600,0.4900,0.5100,0.0062
data_augmentation_wam,hidden_mode_shift,4,600,0.4717,0.5283,0.0286
data_augmentation_wam,hidden_mode_shift,5,600,0.4800,0.5200,0.0053
data_augmentation_wam,hidden_mode_shift,6,600,0.4783,0.5217,0.0144
data_augmentation_wam,embodiment_shift,0,600,0.5017,0.4983,0.0153
data_augmentation_wam,embodiment_shift,1,600,0.5183,0.4817,0.0068
data_augmentation_wam,embodiment_shift,2,600,0.5017,0.4983,0.0110
data_augmentation_wam,embodiment_shift,3,600,0.5317,0.4683,0.0081
