seed,episode,split,method,true_mass,true_friction,chosen_action,success,final_distance,violation,effort,energy,oracle_energy,energy_regret,ablation
0,2,nominal,robust_worst_case_mpc,0.1000,0.6500,2,0.0000,0.2374,0.0000,0.3823,0.2488,0.1449,0.1040,False
0,2,nominal,mlp_energy_scorer,0.1000,0.6500,4,0.0000,0.1334,0.0000,0.3823,0.1449,0.1449,0.0000,False
0,2,nominal,transformer_energy_scorer,0.1000,0.6500,4,0.0000,0.1334,0.0000,0.3823,0.1449,0.1449,0.0000,False
0,2,nominal,oracle_mujoco_rollout_selector,0.1000,0.6500,4,0.0000,0.1334,0.0000,0.3823,0.1449,0.1449,0.0000,False
0,3,nominal,random_candidate,0.1200,0.6500,12,0.0000,0.3223,0.0000,0.4282,0.3352,0.2872,0.0479,False
0,3,nominal,geometric_greedy,0.1200,0.6500,2,0.0000,0.2744,0.0000,0.4282,0.2872,0.2872,0.0000,False
0,3,nominal,nominal_rollout_mpc,0.1200,0.6500,2,0.0000,0.2744,0.0000,0.4282,0.2872,0.2872,0.0000,False
0,3,nominal,robust_worst_case_mpc,0.1200,0.6500,2,0.0000,0.2744,0.0000,0.4282,0.2872,0.2872,0.0000,False
0,3,nominal,mlp_energy_scorer,0.1200,0.6500,2,0.0000,0.2744,0.0000,0.4282,0.2872,0.2872,0.0000,False
0,3,nominal,transformer_energy_scorer,0.1200,0.6500,2,0.0000,0.2744,0.0000,0.4282,0.2872,0.2872,0.0000,False
0,3,nominal,oracle_mujoco_rollout_selector,0.1200,0.6500,2,0.0000,0.2744,0.0000,0.4282,0.2872,0.2872,0.0000,False
0,4,nominal,random_candidate,0.1000,0.6500,1,0.0000,0.1830,0.0000,0.4339,0.1960,0.0549,0.1411,False
0,4,nominal,geometric_greedy,0.1000,0.6500,5,0.0000,0.2128,0.0000,0.4339,0.2258,0.0549,0.1709,False
0,4,nominal,nominal_rollout_mpc,0.1000,0.6500,8,1.0000,0.0448,0.0000,0.3356,0.0549,0.0549,0.0000,False
0,4,nominal,robust_worst_case_mpc,0.1000,0.6500,6,1.0000,0.0710,0.0000,0.3356,0.0810,0.0549,0.0261,False
0,4,nominal,mlp_energy_scorer,0.1000,0.6500,4,0.0000,0.1069,0.0000,0.3356,0.1169,0.0549,0.0620,False
0,4,nominal,transformer_energy_scorer,0.1000,0.6500,4,0.0000,0.1069,0.0000,0.3356,0.1169,0.0549,0.0620,False
0,4,nominal,oracle_mujoco_rollout_selector,0.1000,0.6500,8,1.0000,0.0448,0.0000,0.3356,0.0549,0.0549,0.0000,False
0,5,nominal,random_candidate,0.1600,0.6500,5,0.0000,0.2373,0.0000,0.5209,0.2530,0.1055,0.1475,False
0,5,nominal,geometric_greedy,0.1600,0.6500,5,0.0000,0.2373,0.0000,0.5209,0.2530,0.1055,0.1475,False
0,5,nominal,nominal_rollout_mpc,0.1600,0.6500,6,0.0000,0.0936,0.0000,0.3949,0.1055,0.1055,0.0000,False
0,5,nominal,robust_worst_case_mpc,0.1600,0.6500,4,0.0000,0.1340,0.0000,0.3949,0.1459,0.1055,0.0404,False
0,5,nominal,mlp_energy_scorer,0.1600,0.6500,4,0.0000,0.1340,0.0000,0.3949,0.1459,0.1055,0.0404,False
0,5,nominal,transformer_energy_scorer,0.1600,0.6500,6,0.0000,0.0936,0.0000,0.3949,0.1055,0.1055,0.0000,False
0,5,nominal,oracle_mujoco_rollout_selector,0.1600,0.6500,6,0.0000,0.0936,0.0000,0.3949,0.1055,0.1055,0.0000,False
0,6,nominal,random_candidate,0.1200,0.6500,12,0.0000,0.2365,0.0000,0.4071,0.2487,0.1490,0.0997,False
0,6,nominal,geometric_greedy,0.1200,0.6500,10,0.0000,0.1881,0.0000,0.4071,0.2003,0.1490,0.0513,False
0,6,nominal,nominal_rollout_mpc,0.1200,0.6500,8,0.0000,0.1368,0.0000,0.4071,0.1490,0.1490,0.0000,False
0,6,nominal,robust_worst_case_mpc,0.1200,0.6500,8,0.0000,0.1368,0.0000,0.4071,0.1490,0.1490,0.0000,False
0,6,nominal,mlp_energy_scorer,0.1200,0.6500,8,0.0000,0.1368,0.0000,0.4071,0.1490,0.1490,0.0000,False
0,6,nominal,transformer_energy_scorer,0.1200,0.6500,8,0.0000,0.1368,0.0000,0.4071,0.1490,0.1490,0.0000,False
0,6,nominal,oracle_mujoco_rollout_selector,0.1200,0.6500,8,0.0000,0.1368,0.0000,0.4071,0.1490,0.1490,0.0000,False
0,7,nominal,random_candidate,0.1000,0.8000,9,0.0000,0.1570,1.0000,0.4559,0.4707,0.1378,0.3329,False
0,7,nominal,geometric_greedy,0.1000,0.8000,5,0.0000,0.1241,0.0000,0.4559,0.1378,0.1378,0.0000,False
0,7,nominal,nominal_rollout_mpc,0.1000,0.8000,4,0.0000,0.0252,1.0000,0.3506,0.3358,0.1378,0.1980,False
0,7,nominal,robust_worst_case_mpc,0.1000,0.8000,4,0.0000,0.0252,1.0000,0.3506,0.3358,0.1378,0.1980,False
0,7,nominal,mlp_energy_scorer,0.1000,0.8000,4,0.0000,0.0252,1.0000,0.3506,0.3358,0.1378,0.1980,False
0,7,nominal,transformer_energy_scorer,0.1000,0.8000,4,0.0000,0.0252,1.0000,0.3506,0.3358,0.1378,0.1980,False
0,7,nominal,oracle_mujoco_rollout_selector,0.1000,0.8000,5,0.0000,0.1241,0.0000,0.4559,0.1378,0.1378,0.0000,False
0,8,nominal,random_candidate,0.1600,0.8000,10,0.0000,0.1361,1.0000,0.3894,0.4477,0.0317,0.4160,False
0,8,nominal,geometric_greedy,0.1600,0.8000,7,0.0000,0.1575,1.0000,0.5128,0.4729,0.0317,0.4412,False
0,8,nominal,nominal_rollout_mpc,0.1600,0.8000,4,1.0000,0.0200,0.0000,0.3894,0.0317,0.0317,0.0000,False
0,8,nominal,robust_worst_case_mpc,0.1600,0.8000,4,1.0000,0.0200,0.0000,0.3894,0.0317,0.0317,0.0000,False
0,8,nominal,mlp_energy_scorer,0.1600,0.8000,4,1.0000,0.0200,0.0000,0.3894,0.0317,0.0317,0.0000,False
0,8,nominal,transformer_energy_scorer,0.1600,0.8000,4,1.0000,0.0200,0.0000,0.3894,0.0317,0.0317,0.0000,False
0,8,nominal,oracle_mujoco_rollout_selector,0.1600,0.8000,4,1.0000,0.0200,0.0000,0.3894,0.0317,0.0317,0.0000,False
0,9,nominal,random_candidate,0.1600,0.6500,9,0.0000,0.2120,0.0000,0.5849,0.2296,0.0538,0.1758,False
0,9,nominal,geometric_greedy,0.1600,0.6500,10,0.0000,0.2647,0.0000,0.4386,0.2779,0.0538,0.2241,False
0,9,nominal,nominal_rollout_mpc,0.1600,0.6500,9,0.0000,0.2120,0.0000,0.5849,0.2296,0.0538,0.1758,False
0,9,nominal,robust_worst_case_mpc,0.1600,0.6500,10,0.0000,0.2647,0.0000,0.4386,0.2779,0.0538,0.2241,False
0,9,nominal,mlp_energy_scorer,0.1600,0.6500,10,0.0000,0.2647,0.0000,0.4386,0.2779,0.0538,0.2241,False
0,9,nominal,transformer_energy_scorer,0.1600,0.6500,10,0.0000,0.2647,0.0000,0.4386,0.2779,0.0538,0.2241,False
0,9,nominal,oracle_mujoco_rollout_selector,0.1600,0.6500,8,1.0000,0.0406,0.0000,0.4386,0.0538,0.0538,0.0000,False
0,10,nominal,random_candidate,0.1200,0.6500,9,0.0000,0.2005,1.0000,0.5452,0.5169,0.2629,0.2540,False
0,10,nominal,geometric_greedy,0.1200,0.6500,10,0.0000,0.2506,0.0000,0.4115,0.2629,0.2629,0.0000,False
0,10,nominal,nominal_rollout_mpc,0.1200,0.6500,10,0.0000,0.2506,0.0000,0.4115,0.2629,0.2629,0.0000,False
0,10,nominal,robust_worst_case_mpc,0.1200,0.6500,10,0.0000,0.2506,0.0000,0.4115,0.2629,0.2629,0.0000,False
0,10,nominal,mlp_energy_scorer,0.1200,0.6500,10,0.0000,0.2506,0.0000,0.4115,0.2629,0.2629,0.0000,False
0,10,nominal,transformer_energy_scorer,0.1200,0.6500,10,0.0000,0.2506,0.0000,0.4115,0.2629,0.2629,0.0000,False
0,10,nominal,oracle_mujoco_rollout_selector,0.1200,0.6500,10,0.0000,0.2506,0.0000,0.4115,0.2629,0.2629,0.0000,False
0,11,nominal,random_candidate,0.1600,0.8000,5,0.0000,0.1847,0.0000,0.4734,0.1989,0.0907,0.1082,False
0,11,nominal,geometric_greedy,0.1600,0.8000,5,0.0000,0.1847,0.0000,0.4734,0.1989,0.0907,0.1082,False
0,11,nominal,nominal_rollout_mpc,0.1600,0.8000,6,0.0000,0.0799,0.0000,0.3626,0.0907,0.0907,0.0000,False
0,11,nominal,robust_worst_case_mpc,0.1600,0.8000,6,0.0000,0.0799,0.0000,0.3626,0.0907,0.0907,0.0000,False
0,11,nominal,mlp_energy_scorer,0.1600,0.8000,4,0.0000,0.1184,0.0000,0.3626,0.1293,0.0907,0.0386,False
0,11,nominal,transformer_energy_scorer,0.1600,0.8000,6,0.0000,0.0799,0.0000,0.3626,0.0907,0.0907,0.0000,False
0,11,nominal,oracle_mujoco_rollout_selector,0.1600,0.8000,6,0.0000,0.0799,0.0000,0.3626,0.0907,0.0907,0.0000,False
0,12,nominal,random_candidate,0.1600,0.8000,0,0.0000,0.1923,0.0000,0.4115,0.2047,0.0883,0.1164,False
0,12,nominal,geometric_greedy,0.1600,0.8000,5,0.0000,0.2258,0.0000,0.5453,0.2421,0.0883,0.1538,False
0,12,nominal,nominal_rollout_mpc,0.1600,0.8000,6,0.0000,0.0760,0.0000,0.4115,0.0883,0.0883,0.0000,False
0,12,nominal,robust_worst_case_mpc,0.1600,0.8000,6,0.0000,0.0760,0.0000,0.4115,0.0883,0.0883,0.0000,False
0,12,nominal,mlp_energy_scorer,0.1600,0.8000,4,0.0000,0.0966,0.0000,0.4115,0.1089,0.0883,0.0206,False
0,12,nominal,transformer_energy_scorer,0.1600,0.8000,6,0.0000,0.0760,0.0000,0.4115,0.0883,0.0883,0.0000,False
0,12,nominal,oracle_mujoco_rollout_selector,0.1600,0.8000,6,0.0000,0.0760,0.0000,0.4115,0.0883,0.0883,0.0000,False
0,13,nominal,random_candidate,0.1000,0.6500,5,0.0000,0.1263,1.0000,0.5518,0.4429,0.2106,0.2322,False
0,13,nominal,geometric_greedy,0.1000,0.6500,10,0.0000,0.2484,0.0000,0.4160,0.2609,0.2106,0.0503,False
0,13,nominal,nominal_rollout_mpc,0.1000,0.6500,9,0.0000,0.1941,0.0000,0.5518,0.2106,0.2106,0.0000,False
0,13,nominal,robust_worst_case_mpc,0.1000,0.6500,10,0.0000,0.2484,0.0000,0.4160,0.2609,0.2106,0.0503,False
0,13,nominal,mlp_energy_scorer,0.1000,0.6500,10,0.0000,0.2484,0.0000,0.4160,0.2609,0.2106,0.0503,False
0,13,nominal,transformer_energy_scorer,0.1000,0.6500,10,0.0000,0.2484,0.0000,0.4160,0.2609,0.2106,0.0503,False
0,13,nominal,oracle_mujoco_rollout_selector,0.1000,0.6500,9,0.0000,0.1941,0.0000,0.5518,0.2106,0.2106,0.0000,False
0,14,nominal,random_candidate,0.1000,0.5000,0,0.0000,0.3098,0.0000,0.3488,0.3202,0.0501,0.2701,False
0,14,nominal,geometric_greedy,0.1000,0.5000,5,0.0000,0.1393,0.0000,0.4532,0.1529,0.0501,0.1029,False
0,14,nominal,nominal_rollout_mpc,0.1000,0.5000,4,1.0000,0.0396,0.0000,0.3488,0.0501,0.0501,0.0000,False
0,14,nominal,robust_worst_case_mpc,0.1000,0.5000,4,1.0000,0.0396,0.0000,0.3488,0.0501,0.0501,0.0000,False
0,14,nominal,mlp_energy_scorer,0.1000,0.5000,4,1.0000,0.0396,0.0000,0.3488,0.0501,0.0501,0.0000,False
0,14,nominal,transformer_energy_scorer,0.1000,0.5000,4,1.0000,0.0396,0.0000,0.3488,0.0501,0.0501,0.0000,False
0,14,nominal,oracle_mujoco_rollout_selector,0.1000,0.5000,4,1.0000,0.0396,0.0000,0.3488,0.0501,0.0501,0.0000,False
0,15,nominal,random_candidate,0.1600,0.5000,12,0.0000,0.1926,0.0000,0.3524,0.2032,0.1171,0.0861,False
0,15,nominal,geometric_greedy,0.1600,0.5000,10,0.0000,0.1065,0.0000,0.3524,0.1171,0.1171,0.0000,False
0,15,nominal,nominal_rollout_mpc,0.1600,0.5000,10,0.0000,0.1065,0.0000,0.3524,0.1171,0.1171,0.0000,False
0,15,nominal,robust_worst_case_mpc,0.1600,0.5000,10,0.0000,0.1065,0.0000,0.3524,0.1171,0.1171,0.0000,False
0,15,nominal,mlp_energy_scorer,0.1600,0.5000,10,0.0000,0.1065,0.0000,0.3524,0.1171,0.1171,0.0000,False
0,15,nominal,transformer_energy_scorer,0.1600,0.5000,10,0.0000,0.1065,0.0000,0.3524,0.1171,0.1171,0.0000,False
0,15,nominal,oracle_mujoco_rollout_selector,0.1600,0.5000,10,0.0000,0.1065,0.0000,0.3524,0.1171,0.1171,0.0000,False
1,0,nominal,random_candidate,0.1000,0.6500,5,0.0000,0.2197,0.0000,0.4947,0.2345,0.0924,0.1421,False
1,0,nominal,geometric_greedy,0.1000,0.6500,5,0.0000,0.2197,0.0000,0.4947,0.2345,0.0924,0.1421,False
1,0,nominal,nominal_rollout_mpc,0.1000,0.6500,6,0.0000,0.0811,0.0000,0.3771,0.0924,0.0924,0.0000,False
1,0,nominal,robust_worst_case_mpc,0.1000,0.6500,6,0.0000,0.0811,0.0000,0.3771,0.0924,0.0924,0.0000,False
1,0,nominal,mlp_energy_scorer,0.1000,0.6500,4,0.0000,0.1350,0.0000,0.3771,0.1463,0.0924,0.0539,False
1,0,nominal,transformer_energy_scorer,0.1000,0.6500,6,0.0000,0.0811,0.0000,0.3771,0.0924,0.0924,0.0000,False
1,0,nominal,oracle_mujoco_rollout_selector,0.1000,0.6500,6,0.0000,0.0811,0.0000,0.3771,0.0924,0.0924,0.0000,False
1,1,nominal,random_candidate,0.1000,0.6500,7,0.0000,0.1434,0.0000,0.4797,0.1578,0.0868,0.0710,False
1,1,nominal,geometric_greedy,0.1000,0.6500,10,0.0000,0.1610,0.0000,0.3668,0.1720,0.0868,0.0852,False
1,1,nominal,nominal_rollout_mpc,0.1000,0.6500,6,0.0000,0.0758,0.0000,0.3668,0.0868,0.0868,0.0000,False
1,1,nominal,robust_worst_case_mpc,0.1000,0.6500,8,0.0000,0.1277,0.0000,0.3668,0.1388,0.0868,0.0519,False
1,1,nominal,mlp_energy_scorer,0.1000,0.6500,8,0.0000,0.1277,0.0000,0.3668,0.1388,0.0868,0.0519,False
1,1,nominal,transformer_energy_scorer,0.1000,0.6500,8,0.0000,0.1277,0.0000,0.3668,0.1388,0.0868,0.0519,False
1,1,nominal,oracle_mujoco_rollout_selector,0.1000,0.6500,6,0.0000,0.0758,0.0000,0.3668,0.0868,0.0868,0.0000,False
1,2,nominal,random_candidate,0.1200,0.6500,3,0.0000,0.1019,1.0000,0.4303,0.4148,0.1119,0.3029,False
1,2,nominal,geometric_greedy,0.1200,0.6500,10,0.0000,0.1059,0.0000,0.3331,0.1159,0.1119,0.0040,False
1,2,nominal,nominal_rollout_mpc,0.1200,0.6500,8,0.0000,0.1019,0.0000,0.3331,0.1119,0.1119,0.0000,False
1,2,nominal,robust_worst_case_mpc,0.1200,0.6500,8,0.0000,0.1019,0.0000,0.3331,0.1119,0.1119,0.0000,False
1,2,nominal,mlp_energy_scorer,0.1200,0.6500,10,0.0000,0.1059,0.0000,0.3331,0.1159,0.1119,0.0040,False
1,2,nominal,transformer_energy_scorer,0.1200,0.6500,10,0.0000,0.1059,0.0000,0.3331,0.1159,0.1119,0.0040,False
1,2,nominal,oracle_mujoco_rollout_selector,0.1200,0.6500,8,0.0000,0.1019,0.0000,0.3331,0.1119,0.1119,0.0000,False
1,3,nominal,random_candidate,0.1600,0.6500,8,0.0000,0.1286,0.0000,0.3552,0.1393,0.0934,0.0458,False
1,3,nominal,geometric_greedy,0.1600,0.6500,9,0.0000,0.2039,0.0000,0.4627,0.2178,0.0934,0.1244,False
1,3,nominal,nominal_rollout_mpc,0.1600,0.6500,6,0.0000,0.0828,0.0000,0.3552,0.0934,0.0934,0.0000,False
1,3,nominal,robust_worst_case_mpc,0.1600,0.6500,6,0.0000,0.0828,0.0000,0.3552,0.0934,0.0934,0.0000,False
1,3,nominal,mlp_energy_scorer,0.1600,0.6500,8,0.0000,0.1286,0.0000,0.3552,0.1393,0.0934,0.0458,False
1,3,nominal,transformer_energy_scorer,0.1600,0.6500,6,0.0000,0.0828,0.0000,0.3552,0.0934,0.0934,0.0000,False
1,3,nominal,oracle_mujoco_rollout_selector,0.1600,0.6500,6,0.0000,0.0828,0.0000,0.3552,0.0934,0.0934,0.0000,False
1,4,nominal,random_candidate,0.1000,0.5000,8,0.0000,0.1533,0.0000,0.4155,0.1658,0.1658,0.0000,False
1,4,nominal,geometric_greedy,0.1000,0.5000,9,0.0000,0.2670,0.0000,0.5511,0.2835,0.1658,0.1177,False
1,4,nominal,nominal_rollout_mpc,0.1000,0.5000,8,0.0000,0.1533,0.0000,0.4155,0.1658,0.1658,0.0000,False
1,4,nominal,robust_worst_case_mpc,0.1000,0.5000,8,0.0000,0.1533,0.0000,0.4155,0.1658,0.1658,0.0000,False
1,4,nominal,mlp_energy_scorer,0.1000,0.5000,8,0.0000,0.1533,0.0000,0.4155,0.1658,0.1658,0.0000,False
1,4,nominal,transformer_energy_scorer,0.1000,0.5000,8,0.0000,0.1533,0.0000,0.4155,0.1658,0.1658,0.0000,False
1,4,nominal,oracle_mujoco_rollout_selector,0.1000,0.5000,8,0.0000,0.1533,0.0000,0.4155,0.1658,0.1658,0.0000,False
1,5,nominal,random_candidate,0.1000,0.6500,4,0.0000,0.1136,1.0000,0.3822,0.4250,0.1020,0.3230,False
1,5,nominal,geometric_greedy,0.1000,0.6500,9,0.0000,0.2360,0.0000,0.5022,0.2511,0.1020,0.1491,False
1,5,nominal,nominal_rollout_mpc,0.1000,0.6500,6,0.0000,0.0906,0.0000,0.3822,0.1020,0.1020,0.0000,False
1,5,nominal,robust_worst_case_mpc,0.1000,0.6500,6,0.0000,0.0906,0.0000,0.3822,0.1020,0.1020,0.0000,False
1,5,nominal,mlp_energy_scorer,0.1000,0.6500,6,0.0000,0.0906,0.0000,0.3822,0.1020,0.1020,0.0000,False
1,5,nominal,transformer_energy_scorer,0.1000,0.6500,6,0.0000,0.0906,0.0000,0.3822,0.1020,0.1020,0.0000,False
1,5,nominal,oracle_mujoco_rollout_selector,0.1000,0.6500,6,0.0000,0.0906,0.0000,0.3822,0.1020,0.1020,0.0000,False
1,6,nominal,random_candidate,0.1600,0.5000,12,0.0000,0.3205,0.0000,0.3704,0.3317,0.0722,0.2595,False
1,6,nominal,geometric_greedy,0.1600,0.5000,10,0.0000,0.2210,0.0000,0.3704,0.2321,0.0722,0.1599,False
1,6,nominal,nominal_rollout_mpc,0.1600,0.5000,9,0.0000,0.1931,0.0000,0.4850,0.2076,0.0722,0.1354,False
1,6,nominal,robust_worst_case_mpc,0.1600,0.5000,10,0.0000,0.2210,0.0000,0.3704,0.2321,0.0722,0.1599,False
1,6,nominal,mlp_energy_scorer,0.1600,0.5000,10,0.0000,0.2210,0.0000,0.3704,0.2321,0.0722,0.1599,False
1,6,nominal,transformer_energy_scorer,0.1600,0.5000,10,0.0000,0.2210,0.0000,0.3704,0.2321,0.0722,0.1599,False
1,6,nominal,oracle_mujoco_rollout_selector,0.1600,0.5000,8,1.0000,0.0611,0.0000,0.3704,0.0722,0.0722,0.0000,False
1,7,nominal,random_candidate,0.1000,0.6500,13,0.0000,0.4478,1.0000,0.5136,0.7632,0.0898,0.6734,False
1,7,nominal,geometric_greedy,0.1000,0.6500,5,0.0000,0.2049,0.0000,0.5136,0.2203,0.0898,0.1305,False
1,7,nominal,nominal_rollout_mpc,0.1000,0.6500,6,0.0000,0.0781,0.0000,0.3899,0.0898,0.0898,0.0000,False
1,7,nominal,robust_worst_case_mpc,0.1000,0.6500,6,0.0000,0.0781,0.0000,0.3899,0.0898,0.0898,0.0000,False
1,7,nominal,mlp_energy_scorer,0.1000,0.6500,6,0.0000,0.0781,0.0000,0.3899,0.0898,0.0898,0.0000,False
1,7,nominal,transformer_energy_scorer,0.1000,0.6500,6,0.0000,0.0781,0.0000,0.3899,0.0898,0.0898,0.0000,False
1,7,nominal,oracle_mujoco_rollout_selector,0.1000,0.6500,6,0.0000,0.0781,0.0000,0.3899,0.0898,0.0898,0.0000,False
1,8,nominal,random_candidate,0.1200,0.8000,3,0.0000,0.1651,0.0000,0.4636,0.1790,0.0824,0.0966,False
1,8,nominal,geometric_greedy,0.1200,0.8000,2,1.0000,0.0718,0.0000,0.3558,0.0824,0.0824,0.0000,False
1,8,nominal,nominal_rollout_mpc,0.1200,0.8000,2,1.0000,0.0718,0.0000,0.3558,0.0824,0.0824,0.0000,False
1,8,nominal,robust_worst_case_mpc,0.1200,0.8000,2,1.0000,0.0718,0.0000,0.3558,0.0824,0.0824,0.0000,False
1,8,nominal,mlp_energy_scorer,0.1200,0.8000,2,1.0000,0.0718,0.0000,0.3558,0.0824,0.0824,0.0000,False
1,8,nominal,transformer_energy_scorer,0.1200,0.8000,2,1.0000,0.0718,0.0000,0.3558,0.0824,0.0824,0.0000,False
1,8,nominal,oracle_mujoco_rollout_selector,0.1200,0.8000,2,1.0000,0.0718,0.0000,0.3558,0.0824,0.0824,0.0000,False
1,9,nominal,random_candidate,0.1200,0.8000,10,0.0000,0.1462,0.0000,0.3677,0.1573,0.0844,0.0728,False
1,9,nominal,geometric_greedy,0.1200,0.8000,10,0.0000,0.1462,0.0000,0.3677,0.1573,0.0844,0.0728,False
1,9,nominal,nominal_rollout_mpc,0.1200,0.8000,6,1.0000,0.0734,0.0000,0.3677,0.0844,0.0844,0.0000,False
1,9,nominal,robust_worst_case_mpc,0.1200,0.8000,8,0.0000,0.1151,0.0000,0.3677,0.1262,0.0844,0.0418,False
1,9,nominal,mlp_energy_scorer,0.1200,0.8000,10,0.0000,0.1462,0.0000,0.3677,0.1573,0.0844,0.0728,False
1,9,nominal,transformer_energy_scorer,0.1200,0.8000,8,0.0000,0.1151,0.0000,0.3677,0.1262,0.0844,0.0418,False
1,9,nominal,oracle_mujoco_rollout_selector,0.1200,0.8000,6,1.0000,0.0734,0.0000,0.3677,0.0844,0.0844,0.0000,False
1,10,nominal,random_candidate,0.1000,0.8000,13,0.0000,0.3235,0.0000,0.4199,0.3361,0.0584,0.2778,False
1,10,nominal,geometric_greedy,0.1000,0.8000,9,0.0000,0.1567,0.0000,0.4199,0.1693,0.0584,0.1110,False
1,10,nominal,nominal_rollout_mpc,0.1000,0.8000,8,1.0000,0.0486,0.0000,0.3260,0.0584,0.0584,0.0000,False
1,10,nominal,robust_worst_case_mpc,0.1000,0.8000,8,1.0000,0.0486,0.0000,0.3260,0.0584,0.0584,0.0000,False
1,10,nominal,mlp_energy_scorer,0.1000,0.8000,8,1.0000,0.0486,0.0000,0.3260,0.0584,0.0584,0.0000,False
1,10,nominal,transformer_energy_scorer,0.1000,0.8000,8,1.0000,0.0486,0.0000,0.3260,0.0584,0.0584,0.0000,False
1,10,nominal,oracle_mujoco_rollout_selector,0.1000,0.8000,8,1.0000,0.0486,0.0000,0.3260,0.0584,0.0584,0.0000,False
1,11,nominal,random_candidate,0.1600,0.5000,2,0.0000,0.1031,1.0000,0.4149,0.4156,0.0942,0.3213,False
1,11,nominal,geometric_greedy,0.1600,0.5000,9,0.0000,0.2277,0.0000,0.5501,0.2442,0.0942,0.1500,False
1,11,nominal,nominal_rollout_mpc,0.1600,0.5000,8,0.0000,0.0818,0.0000,0.4149,0.0942,0.0942,0.0000,False
1,11,nominal,robust_worst_case_mpc,0.1600,0.5000,8,0.0000,0.0818,0.0000,0.4149,0.0942,0.0942,0.0000,False
1,11,nominal,mlp_energy_scorer,0.1600,0.5000,8,0.0000,0.0818,0.0000,0.4149,0.0942,0.0942,0.0000,False
1,11,nominal,transformer_energy_scorer,0.1600,0.5000,8,0.0000,0.0818,0.0000,0.4149,0.0942,0.0942,0.0000,False
1,11,nominal,oracle_mujoco_rollout_selector,0.1600,0.5000,8,0.0000,0.0818,0.0000,0.4149,0.0942,0.0942,0.0000,False
1,12,nominal,random_candidate,0.1000,0.8000,10,0.0000,0.0869,1.0000,0.4309,0.3998,0.0892,0.3106,False
1,12,nominal,geometric_greedy,0.1000,0.8000,7,0.0000,0.2170,0.0000,0.5736,0.2342,0.0892,0.1450,False
1,12,nominal,nominal_rollout_mpc,0.1000,0.8000,6,0.0000,0.0763,0.0000,0.4309,0.0892,0.0892,0.0000,False
1,12,nominal,robust_worst_case_mpc,0.1000,0.8000,6,0.0000,0.0763,0.0000,0.4309,0.0892,0.0892,0.0000,False
1,12,nominal,mlp_energy_scorer,0.1000,0.8000,6,0.0000,0.0763,0.0000,0.4309,0.0892,0.0892,0.0000,False
1,12,nominal,transformer_energy_scorer,0.1000,0.8000,6,0.0000,0.0763,0.0000,0.4309,0.0892,0.0892,0.0000,False
1,12,nominal,oracle_mujoco_rollout_selector,0.1000,0.8000,6,0.0000,0.0763,0.0000,0.4309,0.0892,0.0892,0.0000,False
1,13,nominal,random_candidate,0.1000,0.8000,5,0.0000,0.1781,0.0000,0.4138,0.1905,0.0723,0.1183,False
